customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,historical_value,projected_future_value,CLV,cost_discount,cost_outreach,tenure_bucket,service_count,high_friction_payment,price_per_service
6377-KSLXC,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,107.05,No,107.05,287.28,394.33,11.97,15.0,0-6mo,0,0,19.95
1796-JANOW,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,38.15,No,38.15,287.28,325.42999999999995,11.97,15.0,0-6mo,0,0,19.95
0238-WHBIQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,No,6339.3,2152.8,8492.1,53.82000000000001,15.0,4yr+,6,0,12.814285714285715
8735-NBLWT,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,No,184.1,293.76,477.86,12.24,15.0,6-12mo,0,0,20.4
6651-RLGGM,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.3,1688.9,No,1688.9,631.2,2320.1000000000004,15.78,15.0,4yr+,0,0,26.3
6127-ISGTU,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.95,1378.25,Yes,1378.25,1223.28,2601.53,50.970000000000006,15.0,1-2yr,1,1,42.475
1614-JBEBI,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.7,137.6,No,137.6,298.08,435.68,12.419999999999998,15.0,6-12mo,0,0,20.7
8740-XLHDR,Male,0,No,No,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.25,219.0,Yes,219.0,622.8,841.8,25.950000000000003,15.0,0-6mo,4,0,8.65
1208-DNHLN,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.35,1067.15,Yes,1067.15,1160.4,2227.55,29.010000000000005,15.0,1-2yr,0,0,48.35
1761-AEZZR,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,79.55,Yes,79.55,1145.5199999999998,1225.0699999999997,47.73,15.0,0-6mo,1,1,39.775
3923-CSIHK,Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,Yes,3444.85,1023.12,4467.969999999999,42.63,15.0,4yr+,0,1,71.05
5696-EXCYS,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,369.05,No,369.05,466.8,835.8499999999999,11.67,15.0,1-2yr,0,0,19.45
5795-KTGUD,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,No,7553.6,2659.2,10212.8,66.48,15.0,4yr+,5,0,18.466666666666665
7120-RFMVS,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,Yes,84.5,1216.8,1301.3,50.7,15.0,0-6mo,1,1,42.25
7924-GJZFI,Female,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,No,1813.1,997.9199999999998,2811.0199999999995,41.58,15.0,2-4yr,0,1,69.3
4702-HDRKD,Male,0,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,No,3321.35,1184.4,4505.75,29.610000000000003,15.0,4yr+,4,0,9.870000000000001
8512-WIWYV,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,707.5,No,707.5,488.4,1195.9,12.21,15.0,2-4yr,0,0,20.35
5897-ZYEKH,Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.6,7112.15,No,7112.15,2534.4,9646.55,63.36,15.0,4yr+,4,1,21.119999999999997
5456-ITGIC,Male,1,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,No,4641.1,1546.8000000000002,6187.900000000001,38.67,15.0,4yr+,6,0,9.207142857142857
7317-GGVPB,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,Yes,7690.9,2606.4,10297.3,65.16,15.0,4yr+,5,0,18.099999999999998
1406-PUQVY,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,No,49.9,718.56,768.4599999999999,29.94,15.0,0-6mo,1,1,24.95
1322-AGOQM,Male,0,No,No,46,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,Yes,1380.1,436.32,1816.42,18.18,15.0,2-4yr,1,0,15.15
3677-IYRBF,Female,1,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,78.65,Yes,78.65,437.75999999999993,516.41,18.24,15.0,0-6mo,1,1,15.2
5692-FPTAH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,Yes,45.4,653.7599999999999,699.1599999999999,27.24,15.0,0-6mo,0,0,45.4
9114-AAFQH,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,65.65,3094.65,No,3094.65,1575.6,4670.25,39.39000000000001,15.0,4yr+,3,1,16.4125
8715-KKTFG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,No,6518.35,2479.2,8997.55,61.98,15.0,4yr+,4,0,20.66
1550-LOAHA,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,Yes,2585.95,1211.76,3797.71,50.49000000000001,15.0,2-4yr,2,0,28.05
1728-BQDMA,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,82.7,No,82.7,640.08,722.7800000000001,26.67,15.0,0-6mo,0,1,44.45
0268-QKIWO,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,Yes,58.85,284.4,343.25,11.85,15.0,0-6mo,0,1,19.75
0876-WDUUZ,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,Yes,425.9,1229.7600000000002,1655.6600000000003,51.24000000000001,15.0,0-6mo,2,0,28.46666666666667
5117-ZSMHQ,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,No,6342.7,2157.6000000000004,8500.3,53.94,15.0,4yr+,6,0,12.842857142857143
5151-HQRDG,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.05,2030.75,No,2030.75,792.7199999999999,2823.47,33.03,15.0,2-4yr,1,0,27.525
0960-HUWBM,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,No,6700.05,2498.4,9198.45,62.46,15.0,4yr+,4,0,20.82
6465-GSRCL,Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,No,7244.7,2558.4,9803.1,63.96,15.0,4yr+,4,0,21.32
0617-FHSGK,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,Yes,3678.3,1082.88,4761.18,45.120000000000005,15.0,4yr+,0,0,75.2
0263-FJTQO,Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,No,3486.65,1692.0,5178.65,42.3,15.0,4yr+,3,0,17.625
7319-ZNRTR,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.6,411.15,No,411.15,470.4,881.55,11.760000000000002,15.0,2-4yr,0,1,19.6
2858-MOFSQ,Female,0,No,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.85,937.5,Yes,937.5,1340.4,2277.9,33.510000000000005,15.0,1-2yr,1,0,27.925
7503-EPSZW,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.05,1559.15,No,1559.15,577.2,2136.3500000000004,14.43,15.0,4yr+,0,0,24.05
7089-XXAYG,Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,No,970.4,914.4,1884.8,22.860000000000003,15.0,2-4yr,2,0,12.700000000000001
8118-LSUEL,Male,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,Yes,2483.5,1532.16,4015.66,63.84,15.0,1-2yr,4,1,21.28
8070-AAWZP,Male,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.25,828.2,No,828.2,493.2,1321.4,20.55,15.0,2-4yr,2,0,11.416666666666666
1666-JXLKU,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,No,3810.55,1440.7199999999998,5251.27,60.03,15.0,2-4yr,3,1,25.0125
7855-DIWPO,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,No,1493.2,988.56,2481.76,41.190000000000005,15.0,1-2yr,0,1,68.65
5133-POWUA,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,No,45.8,659.5199999999999,705.3199999999998,27.48,15.0,0-6mo,0,0,45.8
5652-MSDEY,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,No,777.3,1090.8,1868.1,45.45,15.0,6-12mo,0,0,75.75
7005-CCBKV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,Yes,556.35,1215.36,1771.71,50.64000000000001,15.0,6-12mo,2,1,28.133333333333336
1810-BOHSY,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,No,4911.05,2313.6000000000004,7224.650000000001,57.84,15.0,4yr+,3,0,24.1
1784-BXEFA,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,No,187.35,295.92,483.27,12.330000000000002,15.0,6-12mo,0,0,20.55
7351-MHQVU,Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,No,307.6,733.6800000000001,1041.2800000000002,30.570000000000004,15.0,6-12mo,4,0,10.190000000000001
9224-VTYID,Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,No,4318.35,2172.0,6490.35,54.3,15.0,2-4yr,6,0,12.928571428571429
9500-IWPXQ,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,No,4820.55,1905.6,6726.150000000001,47.64000000000001,15.0,4yr+,5,1,13.233333333333334
5762-TJXGK,Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No,3038.55,1410.0,4448.55,35.25,15.0,4yr+,5,0,9.791666666666666
4504-YOULA,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,No,2136.9,856.08,2992.98,35.67,15.0,2-4yr,2,0,19.816666666666666
5569-IDSEY,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,No,7472.15,2536.8,10008.95,63.42,15.0,4yr+,4,0,21.14
4250-FDVOU,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,Yes,389.1,810.0,1199.1,33.75,15.0,6-12mo,2,1,18.75
7284-ZZLOH,Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,No,2296.25,1279.1999999999998,3575.45,31.98,15.0,2-4yr,2,0,17.766666666666666
5277-ZLOOR,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,Yes,187.45,1231.9199999999998,1419.37,51.33,15.0,0-6mo,1,1,42.775
2141-RRYGO,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Yes,261.25,988.56,1249.81,41.190000000000005,15.0,0-6mo,3,0,17.1625
1777-JYQPJ,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,No,38.45,349.92,388.37,14.580000000000002,15.0,0-6mo,0,0,24.3
6376-GAHQE,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,Yes,299.2,1121.04,1420.24,46.71,15.0,0-6mo,1,1,38.925
3401-URHDA,Male,0,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,No,3043.6,1437.6,4481.2,35.94,15.0,4yr+,2,0,19.966666666666665
1599-EAHXY,Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,No,1506.4,574.8,2081.2,14.37,15.0,4yr+,0,0,23.95
8631-XVRZL,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,No,163.7,483.6,647.3,12.09,15.0,6-12mo,0,0,20.15
5052-PNLOS,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes,323.25,1517.0399999999995,1840.29,63.21,15.0,0-6mo,4,0,21.07
3853-LYGAM,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,No,1640.0,1377.36,3017.36,57.39000000000001,15.0,1-2yr,3,0,23.9125
6979-ZNSFF,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,762.1,1253.5199999999998,2015.62,52.23,15.0,6-12mo,1,1,43.525
5751-USDBL,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,No,3846.35,1944.0,5790.35,48.6,15.0,2-4yr,5,0,13.5
5680-LQOGP,Female,0,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,No,5646.6,1978.8,7625.400000000001,49.470000000000006,15.0,4yr+,6,0,11.778571428571428
2386-LAHRK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,Yes,53.5,770.4,823.9,32.1,15.0,0-6mo,1,0,26.75
8189-DUKMV,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,No,79.05,492.0,571.05,12.3,15.0,0-6mo,0,0,20.5
6032-IGALN,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,Yes,25.1,361.44000000000005,386.5400000000001,15.060000000000002,15.0,0-6mo,0,0,25.1
9931-DCEZH,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,No,1516.6,1305.6,2822.2,32.64,15.0,2-4yr,2,0,18.133333333333333
1898-JSNDC,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,No,2224.5,1406.4,3630.9,35.160000000000004,15.0,2-4yr,2,0,19.533333333333335
0315-LVCRK,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,No,888.75,1221.12,2109.87,50.88,15.0,6-12mo,2,1,28.266666666666666
3911-RSNHI,Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,No,4310.35,1473.6,5783.950000000001,36.84,15.0,4yr+,5,0,10.233333333333333
2410-CIYFZ,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,No,42.9,293.76,336.66,12.24,15.0,0-6mo,0,0,20.4
4248-HCETZ,Male,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes,2365.15,1146.96,3512.11,47.790000000000006,15.0,2-4yr,2,0,26.55
5505-OVWQW,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,No,353.65,483.6,837.25,12.09,15.0,1-2yr,0,0,20.15
7271-AJDTL,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,No,5073.1,1360.0800000000002,6433.18,56.67,15.0,4yr+,3,0,23.6125
1867-TJHTS,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No,4526.85,1149.12,5675.97,47.88,15.0,4yr+,1,0,39.9
0516-WJVXC,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,Yes,308.25,780.4800000000001,1088.73,32.52,15.0,0-6mo,2,1,18.066666666666666
9174-FKWZE,Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,19.45,Yes,19.45,280.08,299.53,11.67,15.0,0-6mo,0,1,19.45
6860-YRJZP,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,No,678.45,1066.32,1744.77,44.43,15.0,6-12mo,0,1,74.05
4429-WYGFR,Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No,1237.3,707.7599999999999,1945.06,29.49,15.0,2-4yr,1,0,24.575
2817-LVCPP,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,No,1023.95,465.6,1489.55,11.64,15.0,4yr+,0,0,19.4
5038-ETMLM,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No,8182.75,2727.6000000000004,10910.35,68.19000000000001,15.0,4yr+,6,0,16.235714285714288
5056-FIMPT,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,No,4532.3,2544.0,7076.3,63.60000000000001,15.0,2-4yr,5,0,17.666666666666668
4521-WFJAI,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,No,1444.05,622.8,2066.85,15.57,15.0,4yr+,0,0,25.95
6569-KTMDU,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,19.1,275.04,294.14000000000004,11.46,15.0,0-6mo,0,0,19.1
8809-RIHDD,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,Yes,7372.65,2481.6000000000004,9854.25,62.040000000000006,15.0,4yr+,4,1,20.68
8809-XKHMD,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No,7325.1,2413.2,9738.3,60.33,15.0,4yr+,4,0,20.11
0396-YCHWO,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No,3474.2,1373.7600000000002,4847.96,57.24000000000001,15.0,2-4yr,2,1,31.8
0867-LDTTC,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No,392.65,1082.16,1474.81,45.09,15.0,0-6mo,4,0,15.030000000000001
4822-NGOCH,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,1058.6,1216.0800000000002,2274.6800000000003,50.67,15.0,1-2yr,2,1,28.150000000000002
9391-DXGGG,Female,1,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,No,3990.75,2139.6000000000004,6130.35,53.49000000000001,15.0,2-4yr,3,0,22.2875
9844-FELAJ,Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,No,7475.85,2589.6000000000004,10065.45,64.74000000000001,15.0,4yr+,5,1,17.983333333333334
2122-SZZZD,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,No,835.5,468.0,1303.5,11.7,15.0,2-4yr,0,0,19.5
5307-DZCVC,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes,2628.6,1237.68,3866.28,51.57000000000001,15.0,2-4yr,1,0,42.975
3148-AOIQT,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,No,1718.35,598.8,2317.15,14.97,15.0,4yr+,0,0,24.95
8679-JOEVF,Female,1,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,Yes,1023.9,855.3599999999999,1879.26,35.64,15.0,1-2yr,2,1,19.8
8395-ETZKQ,Male,1,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,1193.55,No,1193.55,468.0,1661.55,11.7,15.0,4yr+,0,0,19.5
6692-YQHXC,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,No,1205.5,1007.28,2212.78,41.970000000000006,15.0,1-2yr,0,0,69.95
3889-VWBID,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,No,5776.45,1988.4,7764.849999999999,49.71,15.0,4yr+,5,0,13.808333333333332
5222-JCXZT,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,78.9,No,78.9,273.6,352.5,11.4,15.0,0-6mo,0,0,19.0
9754-CLVZW,Female,0,Yes,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,No,1025.15,559.44,1584.59,23.31,15.0,2-4yr,3,0,9.7125
1432-FPAXX,Female,0,No,No,29,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,856.35,Yes,856.35,440.64,1296.99,18.360000000000003,15.0,2-4yr,1,1,15.3
2739-CCZMB,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122.0,No,122.0,293.04,415.04,12.21,15.0,0-6mo,0,0,20.35
7080-TNUWP,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,No,6602.9,2280.0,8882.9,57.0,15.0,4yr+,3,0,23.75
0496-AHOOK,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,No,1712.9,1785.6,3498.5,44.64000000000001,15.0,2-4yr,4,0,14.88
8336-TAVKX,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,No,5682.25,1882.8,7565.05,47.07000000000001,15.0,4yr+,5,0,13.075000000000001
2468-SJFLM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,No,74.3,1069.9199999999998,1144.2199999999998,44.58,15.0,0-6mo,1,0,37.15
3181-VTHOE,Male,0,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,No,3635.15,1225.1999999999998,4860.35,30.630000000000003,15.0,4yr+,4,0,10.209999999999999
7168-HDQHG,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,702.9,276.48,979.38,11.52,15.0,2-4yr,0,0,19.2
